"Project ID","Compliance Program ID (ARB or Ecology)","Project Developer","Project Name","Project Type","Project Methodology/Protocol","Initial Crediting Period Start Date","Current Crediting Period Start Date","Current Crediting Period End Date","Voluntary Status","Compliance Program Status (ARB or Ecology)","Project Status Date","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Current VVB","ACR Project Validation","Total Number of Credits Registered ","Documents","Project Website",
"ACR1088","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2022008","Industrial Process Emissions","Advanced Refrigeration Systems","10/26/2022","10/26/2022","10/25/2032","Listed","Not ARB or Ecology Eligible","09/16/2024","Ashland, VA","VIRGINIA; DELAWARE; NEW YORK","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","","","View","therm.cool",
"ACR929","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023001","Industrial Process Emissions","Advanced Refrigeration Systems","02/10/2023","02/10/2023","02/09/2033","Completed","Not ARB or Ecology Eligible","11/15/2023","Crown Hill, WA","WASHINGTON; ILLINOIS; MASSACHUSETTS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","20124","View","therm.cool",
"ACR941","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023002","Industrial Process Emissions","Advanced Refrigeration Systems","04/06/2023","04/06/2023","04/05/2033","Completed","Not ARB or Ecology Eligible","03/14/2024","Middletown","NEW YORK; CONNECTICUT; MINNESOTA; NEBRASKA; NEW JERSEY; WASHINGTON; WISCONSIN","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","70323","View","therm.cool",
"ACR953","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023003","Industrial Process Emissions","Advanced Refrigeration Systems","01/30/2022","01/30/2022","01/29/2032","Completed","Not ARB or Ecology Eligible","02/26/2024","Topeka, KS","KANSAS","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","9507","View","www.therm.cool",
"ACR1034","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2023004","Industrial Process Emissions","Advanced Refrigeration Systems","12/27/2023","12/27/2023","12/26/2033","Completed","Not ARB or Ecology Eligible","10/04/2024","Various","NEW JERSEY; CONNECTICUT; MINNESOTA","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","SCS Global Services (Scientific Certification Systems)","SCS Global Services (Scientific Certification Systems)","29119","View","",
"ACR1036","N/A","Therm Solutions Inc.","Advanced Refrigeration - ARS2024001","Industrial Process Emissions","Advanced Refrigeration Systems","03/20/2024","03/20/2024","06/07/2024","Listed","Not ARB or Ecology Eligible","06/05/2024","Various","OHIO; CALIFORNIA; MASSACHUSETTS; MISSOURI; OREGON","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","","","View","",
"ACR926","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration and HFC Draw Down - Project 007 - US (38 states)","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2022","01/01/2022","12/31/2031","Registered","Not ARB or Ecology Eligible","09/27/2024","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","230064","View","",
"ACR952","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration and HFC Draw Down - Project 007B - Canada","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2022","01/01/2022","12/31/2031","Completed","Not ARB or Ecology Eligible","10/03/2024","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","15171","View","",
"ACR1078","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration and HFC Draw Down - Project 008","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2023","01/01/2023","12/31/2023","Listed","Not ARB or Ecology Eligible","09/16/2024","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","","","","View","",
"ACR1079","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration and HFC Draw Down - Project 008A","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2023","01/01/2023","12/31/2023","Listed","Not ARB or Ecology Eligible","09/16/2024","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","","","","View","",
"ACR1080","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration and HFC Draw Down - Project 008B","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2023","01/01/2023","12/31/2023","Listed","Not ARB or Ecology Eligible","09/16/2024","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","","","","View","",
"ACR927","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration and HFC Draw Down – Project 007A – CA (& 11 states)","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2022","01/01/2022","12/31/2031","Completed","Not ARB or Ecology Eligible","10/03/2024","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","TÜV SÜD America, Inc. – Ruby Canyon","TÜV SÜD America, Inc. – Ruby Canyon","71852","View","",
"ACR526","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAL - ARS  001B","Industrial Process Emissions","Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use","01/01/2016","01/01/2016","12/31/2025","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","21141","View","",
"ACR528","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAL - ARS 002B","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2017","01/01/2017","12/31/2026","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon, MO","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","41381","View","",
"ACR530","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAL - ARS 003B","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2018","01/01/2018","12/31/2027","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon, MO","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","52251","View","",
"ACR599","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAL - ARS 004B","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2019","01/01/2019","12/31/2028","Completed","Not ARB or Ecology Eligible","06/08/2021","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","44571","View","",
"ACR641","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAL - ARS 005B","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2020","01/01/2020","12/31/2029","Completed","Not ARB or Ecology Eligible","07/27/2022","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","18605","View","",
"ACR707","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAL - ARS 006B","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2021","01/01/2021","12/31/2030","Completed","Not ARB or Ecology Eligible","08/21/2023","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","","First Environment, Inc.","25376","View","",
"ACR527","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAN - ARS 001C","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2016","01/01/2016","12/31/2025","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","17453","View","",
"ACR529","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAN - ARS 002C","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2017","01/01/2017","12/31/2026","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon, MO","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","32468","View","",
"ACR531","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAN - ARS 003C","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2018","01/01/2018","12/31/2027","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon, MO","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","37043","View","",
"ACR600","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAN - ARS 004C","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2019","01/01/2019","12/31/2028","Completed","Not ARB or Ecology Eligible","06/08/2021","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","34725","View","",
"ACR642","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAN - ARS 005C","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2020","01/01/2020","12/31/2029","Completed","Not ARB or Ecology Eligible","07/27/2022","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","16102","View","",
"ACR708","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration CAN - ARS 006C","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2021","01/01/2021","12/31/2030","Completed","Not ARB or Ecology Eligible","08/22/2023","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","18868","View","",
"ACR479","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration US49 - ARS 001","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2016","01/01/2016","12/31/2025","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","199624","View","",
"ACR480","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration US49 - ARS 002","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2017","01/01/2017","12/31/2026","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon, MO","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","324357","View","",
"ACR481","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration US49 - ARS 003","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2018","01/01/2018","12/31/2027","Completed","Not ARB or Ecology Eligible","05/04/2021","O'Fallon, MO","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","371461","View","",
"ACR598","N/A","True Manufacturing Co., Inc.","Advanced Refrigeration US49 - ARS 004","Industrial Process Emissions","Advanced Refrigeration Systems","01/01/2019","01/01/2019","12/31/2028","Completed","Not ARB or Ecology Eligible","06/08/2021","Missouri","MISSOURI","US","03: Good Health and Well-Being;06: Clean Water and Sanitation;07: Affordable and Clean Energy;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.","First Environment, Inc.","401452","View","",
